timestamp,person,position,track_id
2023-11-21 15:13:26,Both,left,0Ep9wqVQKcWCiI0PzbbLog
2023-11-21 15:15:47,Both,left,0pmTeBCjn4gRbg8HmQzxXr
2023-11-21 15:18:06,Both,left,0uG0JpNmXY6ldOUKUa6kq1
2023-11-21 15:20:20,Both,left,1aTZLg2n88hMFMKJXQveig
2023-11-21 15:22:35,Both,left,1TweDM3JC49LNeelLVg3yX
2023-11-21 15:24:54,Both,left,3OHfY25tqY28d16oZczHc8
2023-11-21 15:27:19,Both,left,1Ke6bqdvdGJF1ftvuO8qtP
2023-11-21 15:29:41,Both,left,6VKNW0svDbddkdNDGAE0NY
2023-11-21 15:32:31,Both,left,26NyJM0Y3eXi4h07V7zQCC
2023-11-21 15:35:01,Both,left,6R837L5prXTflEAD2GI6vX
2023-11-21 15:37:04,Both,left,6s24LFkjo06wYVpxJppovm
2023-11-21 15:39:54,Both,left,3UTjMW0VGksZ4kFHlfa3m6
2023-11-21 15:42:50,Both,left,7ytR5pFWmSjzHJIeQkgog4
2023-11-21 15:45:09,Both,left,5EYi2rH4LYs6M21ZLOyQTx
2023-11-21 15:47:51,Both,left,6ie2Bw3xLj2JcGowOlcMhb
2023-11-21 16:18:49,Both,left,26NyJM0Y3eXi4h07V7zQCC
2023-11-21 16:21:26,Both,left,3GZD6HmiNUhxXYf8Gch723
2023-11-21 16:23:59,Both,left,15NQ3x1f2GUhqs8oBXhTqp
2023-11-21 16:26:06,Both,left,6ie2Bw3xLj2JcGowOlcMhb
2023-11-21 16:28:26,Both,left,1au2UduxcvHfa0fZS3Szci
2023-11-21 17:24:05,Both,left,2rXVtoLBHuXcNB5DVfIc9p
2023-11-21 17:26:30,Both,left,0tMSssfxAL2oV8Vri0mFHE
2023-11-21 17:29:21,Both,left,3Fj47GNK2kUF0uaEDgXLaD
2023-11-21 17:31:22,Both,left,4SSnFejRGlZikf02HLewEF
2023-11-21 17:33:58,Both,left,3Fj47GNK2kUF0uaEDgXLaD
2023-11-21 17:36:31,Both,left,4SSnFejRGlZikf02HLewEF
2023-11-21 17:38:47,Both,left,1BViPjTT585XAhkUUrkts0
